,smile,activity
12680,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,Active
12681,C[C@@H]1CC2=C(C=CC(=C2)O)[C@@H]3[C@@H]1[C@@H]4CC/C(=C\COCCN(C)C)/[C@]4(CC3)C.C(C(=O)O)C(CC(=O)O)(CC(=O)O)O,Active
12682,CN(CCCCNC1=C2C=C(C=CC2=NC3=CC=CC=C31)OC)CCCl.Cl,Active
12683,COC1=CC2=C(C=C1)C3=C(C2=O)C4=C(C=C(C=C4)[N+](=O)[O-])C(=O)N3CCCN.Cl,Active
12684,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,Active
12685,CCC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Active
12686,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Active
12687,CN1C2=C(C=C(C=C2)OC3=NC=C(C=C3)N(C)C(=O)C4=CC=C(C=C4)C(F)(F)F)C=C1C(=O)N5CCN(CC5)CC6=CC=C(C=C6)OC(F)F,Active
12688,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC(=C(C=C2)OC3=NC=C(C=N3)Cl)C(F)(F)F)[N+](=O)[O-],Active
12689,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl,Active
12690,C[N+]1(C/C(=C\C2=CC=CC=C2)/C(=O)/C(=C/C3=CC=CC=C3)/C1)C.[Br-],Active
12691,C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,Active
12692,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3C([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=C(C=C5)OC)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active
12693,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,Active
12694,C1OC2=C(O1)C=C3C(=C2)C4=C(C3=O)C5=C(C=C(C=C5)Cl)C(=O)N4C[C@@H]([C@H]([C@@H](CO)O)O)O,Active
12695,C1[C@@H]2[C@@H]([C@H]([C@H]([C@@H]1O)O)O)NC(=O)C3=C(C4=C(C=C23)OCO4)O,Active
12696,CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@H](C(=O)O[C@@H]([C@H](C(=O)N1)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](C(C)C)NC(=O)CCCC(C)C)C)C(C)C)CC3=CC=CC=C3)C(C)C,Active
12697,CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)/C=C/C=C/C8=CC=CC=C8,Active
12698,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)CCCOC3=CC=C(C=C3)N.Cl,Active
12699,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C=CC(=C4C3=O)O)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O.Cl,Active
12700,COC1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3)OC,Active
12701,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)O,Active
12702,COC1=CC=C(C=C1)C2=CC(N3C(=NC=N3)N2)C4=CC(=C(C(=C4)OC)OC)OC,Active
12703,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOC[C@@H]5C,Active
12704,COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3CC(C4=C3C=C(C=C4)O)CCl)OC)OC,Active
12705,C[C@@]12CC[C@]3(CC[C@H]([C@@H]3[C@H]1CC[C@H]4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C=O)C)C)C(=C)CO)COC6CCCCO6,Active
12706,CC1=C(C=CC(=C1)[C@@H]2[C@H](C(=O)N2C3=CC(=C(C(=C3)OC)OC)OC)Cl)OC,Active
12707,C1=CC=C(C=C1)COC2=CN=C(C=C2)/C=C/3\C(=O)N/C(=C/C4=CC=CC=C4)/C(=O)N3,Active
12708,COC1=CC=CC(=C1)C2CC(=O)C3=C(N2)C=CC(=C3)N4CCCC4,Active
12709,C1=CC=C(C=C1)C/C(=N\NC2=NC3=CC=CC=C3O2)/C4=CC=CC=N4,Active
12710,CCCNNC(=O)C1=CC=C(C=C1)CNC(=O)/C=C/C2=CC=CC=C2,Active
12711,C1=CC=C(C=C1)/C(=N\NC2=NC3=CC=CC=C3C=C2)/C4=CC=CC=N4,Active
12712,CC(C)(CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,Active
12713,CCOC(=O)C1=CC2=C(N1CC3=CC(=CC(=C3)OC)OC)C4=C(CC2)C=NO4,Active
12714,CCNCCCN1C2=C(C3=C(C1=O)C=C(C=C3)[N+](=O)[O-])C(=O)C4=C2N=CC(=C4)OC,Active
12715,CCC1(CC(C2=C(C1C(=O)OC)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7C(=CC(=O)C(O7)C)N)O)N(C)C)O,Active
12716,C[C@]12CC[C@H]3C(=CC[C@@H]4[C@@]3(C=C[C@@H](C4(C)C)OC(=O)N)C=O)[C@]1(C[C@@H]([C@@H]2C5=COC(=O)C=C5)Cl)O,Active
12717,C[C@@H]1[C@@H]2[C@H](C(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O)OC(=O)C,Active
12718,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,Active
12719,C1=CC=C2C(=C1)C3C4C(C2(C5=CC=CC=C35)/C=C/C(=O)C6=CC=CC=N6)C(=O)N(C4=O)C7=CC=C(C=C7)Cl,Active
12720,CCCCCCNCCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-],Active
12721,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=COC(=O)C4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)/C=N/O)O,Active
12722,C1=CC=NC(=C1)/C=N\NC2=NC=NC3=C2NC=N3,Active
12723,C1=CC(=CN=C1)NC(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)NC5=CN=CC=C5)C=C2,Active
12724,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3C([C@@](C2(C)C)(C[C@@H]1OC(=O)C(C(C5=CC=C(C=C5)Cl)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active
12725,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C(C=C4C#N)N,Active
12726,CC(C)NCCCN1C2=C(C3=C(C1=O)C=C(C=C3)F)C(=O)C4=C2N=CC(=C4)OC,Active
12727,CCCOC1=CC2=CC=CC=C2C=C1C(=O)NC3=NC(=C4C5=CC=NC5=CC=C4N3)N,Active
12728,CC1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C4=CC=CC=C4,Active
12729,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O.Cl,Active
12730,CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=C(C=C(C=C3)N4CCOCC4)OC,Active
12731,C[C@@H]([C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)OC5C(C(C(CO5)O)OC6C(C(C(CO6)O)O)OC(=O)C7=CC=C(C=C7)OC)OC(=O)C)C(=O)CCC(C)C,Active
12732,COC1=CC=C(C=C1)C2=NN(C3=C2C=CC(=C3)N)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active
12733,CC[C@H]1[C@H]([C@@H](C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@@H]([C@@H]([C@H](O2)/C=C/C)C)OC3CC(C(C(O3)C)OC(=O)N)O)O)O)OC)/C)C)O,Active
12734,C1CN=C2C3=C1C=NC3=C(C4=C2C5(CCN4)C=C(C(=O)C(=C5)Br)Br)O.C(=O)(C(F)(F)F)O,Active
12735,CC/1CC(OC(=O)C(NC(=O)C(N(C(=O)CNC(=O)C(C/C(=C1)/C)C)C)CC2=CC(=C(C=C2)O)I)C)C,Active
12736,CN(C)CCOC1=C(C=C2C=C(NC2=C1)C(=O)N3CC(C4=C3C=C(C5=CC=CC=C54)N)CCl)OC.Cl,Active
12737,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Active
12738,CC1=C2[C@H]([C@](C=C2C(=O)[C@](C13CC3)(C)O)(C)COC(=O)C)O,Active
12739,C[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C5C(=CC(=C4C3=O)O)[C@@]6([C@@H]([C@H]([C@@H]([C@@H](O5)O6)O)N(C)C)O)C)O)OC)O,Active
12740,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CO5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC(=CC=C6)OC)(CO4)OC(=O)C)O)C)OC(=O)C,Active
12741,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Active
12742,CC1C(C(C(C(O1)NC2=NC=NC3=C2NC=N3)O)O)NC(=O)CNC(=O)CCCCCCCCCCCCC(C)C,Active
12743,CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOCC6C#N)O,Active
12744,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C)C=CC=C3O,Active
12745,CC1=C(C2=C(N1)C=CC(=C2)F)C3=NC4=C5C=CC=NC5=C6C(=C4N3)C=CC=N6,Active
12746,CCOC1=CC=CC=C1C(=O)/C=C/C2=CC3=CC=CC=C3NC2=O,Active
12747,COC1=C2C(=NC=C1)C3=NC=CC4=C3C(=NC5=CC=CC=C45)C2=O,Active
12748,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)O)OC)OC)OC,Active
12749,CC(=O)O[C@H]1[C@@H](CN[C@H]1CC2=CC=C(C=C2)OC)O.Cl,Active
12750,CC[C@@H](C)[C@H]1[C@@H](CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,Active
12751,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=C[C@H]([C@H]4[C@]3(CC[C@@H]5[C@@]4([C@@H]([C@H]([C@@H](C5(C)C)O)O)O)C)C)O)[C@@H]2[C@H]1C)C)C,Active
12752,CC(=O)OCC1=CN(C2=C1C(=O)C(=CC2=O)OC)C,Active
12753,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,Active
12754,CC1=CC2=C(C3=C1C(=O)C=C(O3)C(CO)(C4CO4)O)C(=O)C5=C(C2=O)C=CC=C5O,Active
12755,CN(C)CCNC(=O)C1=CC=CC2=CC3=C(C4=CC=CC=C4C=C3)N=C21.Cl,Active
12756,CC1=C2C(=CC3=C1CCN=C3C4=CC=C(C=C4)Cl)C5=CC=CC=C5N2,Active
12757,C1C/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O[C@H](C1)CCC3=CC4=C(C=C3)N=CC=C4)O)O,Active
12758,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)Cl)O,Active
12759,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)NCC(=O)OC)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,Active
12760,CCOC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC(=CC(=C3)Cl)Cl,Active
12761,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OC(=O)C(CCC(=O)O)N.C(=O)(C(F)(F)F)O,Active
12762,C/C=C(\C)/C1=CC(=O)C2=C(O1)C3=C(C=C2C)C(=O)C4=C(C3=O)C(=C(C=C4C5CC(C(C(O5)C)O)N(C)C)C6CC(C(C(O6)C)O)(C)N(C)C)O,Active
12763,CC1=C(C(=O)C2=C(C1=O)N3CC(C(C3=C2COC(=O)N)OC(=O)C)OC(=O)C)OC,Active
12764,C/C(=N\NC1=NC=C(C=C1)Cl)/C2=CC=CC=N2,Active
12765,C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,Active
12766,CC1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](OC([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H](C(O6)C)O)O[C@H]7C[C@H]([C@H](C(O7)C)O)O[C@H]8C[C@](C(=O)C(O8)C)(C)O)C(=C4C(=C3C)O)O)O)O,Active
12767,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C4=CC=CC=C14.[Cl-],Active
12768,COC1=CC(=CC(=C1)C2C3=C(C4=C(C=CC(=C4)O)C=C3)OC(=C2C#N)N)OC,Active
12769,CN(C)CCNC(=O)C1=C2C(=C(C=C1)NCCCN(C)CCCNC3=C4C5=C(C=C3)C(=O)N(C(=O)N5C6=CC=CC=C6C4=O)CCN(C)C)C(=O)C7=CC=CC=C7N2,Active
12770,CCOC(=O)C1=C2CC[C@@H](C(=O)C3=C2C(=CC=C3)N1)NC(=O)C(F)(F)F,Active
12771,CC1=CC(=NC(=N1)N2CCOCC2)N(CCCNC3=C4C=CC(=CC4=NC=C3)Cl)CC5=CC6=C(C=C5)OCO6,Active
12772,C[C@@]12CC[C@]3(CC[C@H]([C@@H]3[C@H]1CC[C@H]4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C=O)C)C)C(=C)CO)COC6CCCCO6,Active
12773,C.C[C@@H]1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3[C@]4([C@@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)C1O)C)CO4,Active
12774,C/C(=N\NC1=NC=C(C=C1)Cl)/C2=CC=CC=N2,Active
12775,C1=CC2=C(C=C1Br)C(=NC=N2)N/N=C\C(=N/NC3=NC=NC4=C3C=C(C=C4)Br)\C(C(CO)O)O,Active
12776,COC1=CC2=C3C=CN=C4C3=C(C(=O)C5=C4N=CC=C5)N=C2C=C1,Active
12777,COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCCCN4C5=CC=CC=C5N=C4C6=CC=CO6,Active
12778,CC1=CC2=C(C=C1)C(=C(C(=O)C2=O)C)C3=C(C(=O)C(=O)C4=C3C=CC(=C4)C)C,Active
12779,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,Active
12780,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCN,Active
12781,COC1=CC=C(C=C1)C2=C[C@@]3(CCCN3C[C@@H]2C4=CC(=C(C=C4)OC)OC)O,Active
12782,CC[C@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C=C/C[C@@H](C)/C=C(/CC)\C=C\[C@@H]1[C@H](C=CC(=O)O1)C)O,Active
12783,CC(C)(CN(C)C)/C(=N\NC1=CC=CC=C1)/C=C/C2=CC=CC=C2.Cl,Active
12784,CC1=CC=C(C=C1)/C=C\2/C(=O)/C(=C/C3=CC=C(C=C3)C)/CN(C2)C(=O)C(Cl)Cl,Active
12785,CC(=O)O[C@@H]1[C@H]([C@]([C@@H](C2=C1C3=C(C2=[N+]=[N-])C(=O)C4=C(C3=O)C=CC=C4O)OC(=O)C)(C)O)OC(=O)C,Active
12786,C1OC2=C(O1)C=C3C(=C2)C4=C(C3=O)C5=CC(=C(C=C5C(=O)N4CCCN6C=CN=C6)Cl)Cl,Active
12787,COC1=CC(=CC(=C1OC)OC)C2C3=CC4=C(C=C3OC5=C2C(=O)OC5)OCO4,Active
12788,CC1=CC=C(C=C1)/C=C\2/C(=O)/C(=C/C3=CC=C(C=C3)C)/CN(C2)C(=O)C(Cl)Cl,Active
12789,CC[C@](CC(=O)O[C@@H]1[C@H]2[C@H]([C@H]([C@]3([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H](C(=O)C=C5C)O)C)OC1=O)O)O)C)(C(C)C)O,Active
12790,C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Active
12791,CC1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)C(=O)NCCNCCNCCNC(=O)C4=CC=CC5=NC6=CC=CC(=C6N=C54)C,Active
12792,CCCCCCCCCCC[N+]1(CC2CCN(CC2C1)CC3=CC=CC=C3)CC4=CC=CC=C4.[Br-],Active
12793,CCCCCCCCCCC[N+]1(CC2CCN(CC2C1)CC3=CC=CC=C3)CC4=CC=CC=C4.[Br-],Active
12794,COC1=C(C=CC(=C1)/C=C/C(=O)C2=CC=C(C=C2)F)OCCCCCOC3=C(C=C4C(=C3)N=CC5CCCN5C4=O)OC,Active
12795,CC#C/C(=N\OC[C@H]1COCCN1)/C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,Active
12796,CCCCN(CCCC)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Active
12797,CC1=C(C2=C(C3(CC3)[C@@](C(=O)C2=C1)(C)O)C)CO,Active
12798,CCC(C)C(=O)O[C@@H]1[C@H]2[C@]3([C@H]([C@@H]([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H](C(=O)C=C5C)O)C)OC1=O)O)O)C,Active
12799,C1C(C2=C(N1C(=O)C3=CC4=C(N3)C=CC(=C4)N)C=C(C5=CC=CC=C52)N)CCl,Active
12800,COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3C[C@@H](C4=C3C=C(C5=CC=CC=C54)O)CCl)OC)OC,Active
12801,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)N6C=CN=C6,Active
12802,CN(C)C1=CC(=C(C=C1)N=NC2=CC=CC=N2)O,Active
12803,CC1CC(C(C2C1C/3(C(C=C2)/C(=C\CC(/C(=C\C4C(C=C(CC45C(=O)/C(=C3/O)/C(=O)O5)C=O)O)/C)OC6CC(C(C(O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)OC7CC(C(C(O7)C)OC(=O)C)OC8CCC(C(O8)C)OC9CC(C(C(O9)C)OC1CCC(C(O1)C)O)O)C,Active
12804,COC1=C(C=C2C(=C1)C3=C(CN4CCC[C@H]4C3)C5=CC(=C(C=C52)OC)OC)OC,Active
12805,COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C(=O)N2)OCCCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC,Active
12806,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,Active
12807,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Active
12808,C[N+](C)(CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-])[O-].Cl,Active
12809,C1=CC2=C(C3=NC=CC4=C5C=C(C=CC5=NC(=C43)C2=O)Br)N=C1,Active
12810,CCN(CC)C1CC(OC(C1O)C)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O.Cl,Active
12811,CC1(C2=NC3=C(N2CCO1)N=C(N=C3N4CCOCC4)C5=CN=C(N=C5)N)C,Active
12812,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCNCCCNCCCN6C7=C(C8=CC=CC=C8C6=O)C(=O)C9=CC=CC=C97)OC.C(=O)(C(F)(F)F)O,Active
12813,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)O)OC)OC)OC.Cl,Active
12814,CC1=CC2=C(C=C1N)N=C3C=C(C=CC3=C2)N(C)C.Cl,Active
12815,CC[C@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C=C/C[C@@H](C)/C=C(/CC)\C=C\[C@@H]1[C@@H](C=CC(=O)O1)C)O,Active
12816,CN(C)CCNC1=C2C=C(C=CC2=NC3=C1C(=CC=C3)[N+](=O)[O-])OC,Active
12817,CC1=CC2=C(C=C1OC)/C(=C\C3=CC=CC=N3)/C(=O)N2,Active
12818,C1OC2=C(O1)C=C3C(=C2)C4=C(C3=O)C5=CC(=C(C=C5C(=O)N4C[C@@H](CO)O)Cl)Cl,Active
12819,COC1=CC=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC,Active
12820,CN(C)CCCN1C2=C(C3=C(C1=O)C=C(C=C3)[N+](=O)[O-])C(=O)C4=C2C=CC(=C4)OC.Cl,Active
12821,CC[C@@H]([C@@H](C)O)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CN=C(C=C3C)C,Active
12822,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,Active
12823,C[C@@H]1CCC2[C@H]([C@H](O[C@H]3[C@@]24C1CC[C@](O3)(OO4)C)O[C@H]5[C@@H](C6CC[C@H](C7[C@]68[C@H](O5)O[C@@](CC7)(OO8)C)C)C)C,Active
12824,CC1C2=C(C3C(O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O,Active
12825,C1=CC=C2C(=C1)C3=CC=CC=C3N2NC4=C(C=C(C=C4[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Active
12826,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)O,Active
12827,COC1=CC=CC(=C1)C2=CC(=O)C3=C(N2)C=CC(=C3)N4CCOCC4,Active
12828,CC1C(C(C(C(O1)NC2=CC(=O)C3=C(C4=C(C=C3C2=O)C(=O)C5(C6=C(CC(C5(C4=O)OC)O)C=C(C(=C6O)C(=O)OC)C)O)O)OC)O)OC,Active
12829,CC1[C@@H]2CC=C3[C@@]2(CO[C@@]14C(CC(O4)(C)C)O)C(=O)CC5[C@@H]3CCC6[C@]5(CC7=NC8=C(C[C@@]9(C(C8)CC[C@H]1C9C[C@@H]([C@@]2(C1=C[C@@H]1[C@]2(C([C@]2(O1)[C@H](C[C@](O2)(C)CO)O)C)O)C)O)C)N=C7C6)C,Active
12830,COC1=CC=C(C=C1)C2=NNN=C2C3=CC(=C(C(=C3)OC)OC)OC,Active
12831,CC1=C(C=CC(=C1)[C@@H]2[C@H](C(=O)N2C3=CC(=C(C(=C3)OC)OC)OC)Cl)OC,Active
12832,C1=CC=C2C=C(C=CC2=C1)CN3C4=C(C5=CC=CC=C5C6=CC=CC=C64)[N+](=C3C7=CC=CC8=CC=CC=C87)CC9=CC1=CC=CC=C1C=C9,Active
12833,C1C(NC2=CC3=C(C=C2C1=O)OCO3)C4=CC(=CC=C4)F,Active
12834,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCCN)C.Cl,Active
12835,COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3CC(C4=C3C=C(C5=CC=CC=C54)NCCN)CCl)OC)OC.Cl,Active
12836,COC1=CC(=CC(=C1OC)OC)C(=O)C2=CN=C(N2)C3=CC4=C(C=C3)C=CN4,Active
12837,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OC,Active
12838,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,Active
12839,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OC(=O)C(CCC(=O)O)N.Cl,Active
12840,COC1=C(C=C(C=C1)CN2C=C3C(=C2C4=CC=CC=C4)CCC5=C3ON=C5)N,Active
12841,CN(C)CCOC1=C2C(=CC(=C1)OC)C=C(N2)C(=O)N3CC(C4=C3C=C(C5=CC=CC=C54)N)CCl.Cl,Active
12842,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active
12843,CC1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](OC([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H](C(C(O6)C)(O)O)O[C@H]7C[C@H]([C@H](C(O7)C)O)O[C@H]8C[C@H]([C@@H](C(O8)C)O)OC)C(=C4C(=C3C)O)O)O)O,Active
