smile,activity,Difference_set
C1CN(CCN1CC(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl)C(=O)C4=CC=CO4,Inactive,0
CC1=C(C(=NC2=CC=CC=C12)C)C(=O)/C=C/C3=CC(=C(C=C3)OCCCN4CCN(CC4)C(=O)C5=CC=CO5)OC,Inactive,0
COC1=CC2=C(C=C1)O/C(=C\C3=CC=C(C=C3)OCC(=O)C4=CC=C(C=C4)Cl)/C2=O,Inactive,0
COC1=CC2=C(C=C1)O/C(=C\C3=CC(=CC=C3)OCC(=O)C4=CC=CC=C4)/C2=O,Inactive,0
CC(=O)C1=CC2=C(C=C1)N[C@H](C3C2C=CC3)C4=CC5=C(C=C4Br)OCO5,Inactive,0
CC1=CC(=CC2=C1[C@@]3(CCC4[C@@]([C@H]3C2)(CCCC4(C)C)C)C)O,Inactive,0
C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
COC1=CC=CC(=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
COC1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
CN(C)C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
C1=CC(=CC=C1/C=C/C(=O)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl)Cl,Inactive,0
COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl,Inactive,0
C1=COC(=C1)/C=C/C(=O)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)F)NC5=CC=C(C=C5)F)C6=CC=C(C=C6)N(C)C,Inactive,0
COC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
COC1=CC(=CC(=C1OC)OC)C2=CC(=NO2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
CN(C)C1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)Cl)NC6=CC=C(C=C6)Cl,Inactive,0
COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F,Inactive,0
CN(C)C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F,Inactive,0
C1=COC(=C1)/C=C/C(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F,Inactive,0
COC1=CC=CC(=C1O)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,Inactive,0
CN(CCOC1=CC=C(C=C1)C#N)CCOC2=CC=C(C=C2)C#N,Inactive,0
COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)NN,Inactive,0
COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=CC=C3Cl,Inactive,0
COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0
COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CN=CC=C3,Inactive,0
CC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CN=CC=C3,Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)N(C)C,Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)F,Inactive,0
C1=CC=C(C(=C1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-])NC3=CC(=NC=C3)C(F)(F)F,Inactive,0
C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC=CC=C2NC3=CC(=NC=C3)C(F)(F)F)Cl,Inactive,0
C1=CC(=CC(=C1)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)F)C(F)(F)F,Inactive,0
C1=CC(=CC(=C1)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=NC=C3)C(F)(F)F,Inactive,0
CC[C@H](CO)NC1=NC2=C(C=NN2C(=N1)NCC3=CC=CC=C3)C(C)C,Inactive,0
CC1=CC=C(C=C1)C2=NC3=C(N=CN=C3NC(C2)C4=CC5=C(C=C4)OCO5)N,Inactive,0
C1C(NC2=NC=NC(=C2N=C1C3=CC4=C(C=C3)OCO4)N)C5=CC=C(C=C5)[N+](=O)[O-],Inactive,0
C1C(NC2=NC=NC(=C2N=C1C3=CC4=C(C=C3)OCO4)N)C5=CC=C(C=C5)Cl,Inactive,0
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCN4C5=CC=CC=C5N=C4C6=CC=CC=N6,Inactive,0
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCCCN4C5=C(C=C(C=C5)N6CCOCC6)N=C4C7=CC=C(C=C7)OCC8=CC=CC=C8,Inactive,0
CN1C2=CC=CC=C2C=C1C3=NC4=C(N3CCCCOC5=C(C=C6C(=C5)N=C[C@@H]7CCCN7C6=O)OC)C=C(C=C4)C(=O)OC,Inactive,0
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCCCN4C5=CC=CC=C5N=C4C6=CC=CO6,Active,0
COC1=C(C=CC(=C1)/C=C/C(=O)C2=CC=CC=C2O)OCCCOC3=C(C=C4C(=C3)N=C[C@@H]5CCCN5C4=O)OC,Active,0
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCOC4=CC=C(C=C4)C5=CC6=CC=CC=C6C7=CC=CC=C75,Inactive,0
C1/C(=C\C2=CC(=CC=C2)OCC(=O)C3=CC=CC=C3)/C(=O)C4=CC=CC=C4O1,Inactive,0
COC1=CC=C(C=C1)C(=O)COC2=CC=C(C=C2)/C=C/3\COC4=C(C3=O)C=C(C=C4)OC,Inactive,0
COC1=CC2=C(C=C1)OC/C(=C\C3=CC(=CC=C3)OCC(=O)C4=CC=C(C=C4)[N+](=O)[O-])/C2=O,Inactive,0
C1/C(=C\C2=CC(=CC=C2)OCC(=O)C3=CC=C(C=C3)Cl)/C(=O)C4=C(O1)C=CC(=C4)Cl,Inactive,0
COC1=CC(=CC(=C1OC)OC)NC(=O)C2=C(/C(=C/C3=CC=C(C=C3)Cl)/CC2)N4CCOCC4,Inactive,0
COC1=CC=C(C=C1)NC2=C3C4=CC=CC=C4C(=O)C5=C3C(=CC=C5)NC2=O,Active,0
C1=CC=C(C(=C1)C#C/C=C\C#CC2=CC(=CC=C2)O)N,Inactive,0
CCC(=O)NC1=CC=CC=C1C#C/C=C\C#CC2=CC=CC=C2C(F)(F)F,Inactive,0
C1CCN(C(=O)C1)CCCCC#CC2=CC=CC=C2C#CC3=CC=C(C=C3)[N+](=O)[O-],Inactive,0
C1=CC=C2C(=C1)C(=NNC2=O)CC(=O)OCC3=C(C=CC=C3Cl)Cl,Inactive,0
COC1=CC=CC(=C1)/C=C/C2=NC3=C(C=NN3C4=CC=CC=C4)C(=O)N2,Inactive,0
COC1=C(C=C(C=C1)N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCCN5CCOCC5)N)OC,Inactive,0
C1=CC(=CC(=C1)[N+](=O)[O-])C2=NNC(=C2)C3=C(C=CC(=C3)Br)O,Inactive,0
CC1=C(C(=NC2=CC=CC=C12)C)C(=O)/C=C/C3=CC(=C(C=C3)OCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC)OC,Active,0
CC1(C=CC2=CC(=C(C=C2O1)OC)OCCCN3CCN(CC3)CCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC)C,Inactive,0
COC1=C(C=C2C(=C1)C(=O)N3C[C@@H](C[C@H]3C=N2)F)OCCCN4CCN(CC4)CCCOC5=C(C=C6C(=C5)N=C[C@@H]7C[C@H](CN7C6=O)F)OC,Active,0
COC1=C(C=C2C(=C1)C(=O)N3CC(C[C@H]3C=N2)(F)F)OCCCN4CCN(CC4)CCCOC5=C(C=C6C(=C5)N=C[C@@H]7CC(CN7C6=O)(F)F)OC,Inactive,0
CC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)OCCCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC,Inactive,0
COC1=C(C=C(C=C1)C2CC(=NO2)C3=CC(=C(C(=C3)OC)OC)OC)OCCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)C2CC(=NO2)C3=CC(=C(C=C3)OCCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC)OC,Inactive,0
CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Inactive,0
C=C(CN1CCN(CC1)C2=CC=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N.Cl,Inactive,0
COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)Cl,Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC(=CC=C3)O,Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC(=C(C=C3)O)OC,Inactive,0
C1=CC(=CC(=C1)O)/C=N/NC(=O)C2=C(N=C(C=C2)C(F)(F)F)NC3=CC=CC(=C3)C(F)(F)F,Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)Cl,Inactive,0
CC1=C(C=CC(=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=C(C=CC=C3Cl)Cl,Active,0
C1=CC=C(C(=C1)C(=O)N/N=C/C2=C(C=C(C=C2)Cl)Cl)NC3=CC=CC(=C3)C(F)(F)F,Inactive,0
CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CCC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)(F)F)/C)/C)C,Active,0
C1=CC=C2C(=C1)C=CC3=C2C(=O)/C(=C/C4=CC=C(C=C4)OCC(=O)C5=CC=C(C=C5)[N+](=O)[O-])/O3,Inactive,0
COC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)/C=C\3/C(=O)C4=C(O3)C=CC5=CC=CC=C54,Inactive,0
C1=CC=C2C(=C1)C=CC3=C2C(=O)/C(=C/C4=CC(=CC=C4)OCC(=O)C5=CC=C(C=C5)Cl)/O3,Inactive,0
C1=CC=C2C(=C1)C=CC3=C2C(=O)/C(=C/C4=CC(=CC=C4)OCC(=O)C5=CC=C(C=C5)[N+](=O)[O-])/O3,Inactive,0
COC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)/C=C/3\COC4=C(C3=O)C5=CC=CC=C5C=C4,Inactive,0
CC(=O)NC1=CC=C(C=C1)C(=O)COC2=CC=CC(=C2)/C=C/3\CCC4=CC=CC=C4C3=O,Inactive,0
COC1=CC2=C(CC/C(=C\C3=CC(=CC=C3)OCC(=O)C4=CC=CC=C4)/C2=O)C=C1,Inactive,0
COC1=C(C=C2C(=C1)C/C(=C\C3=CC(=CC=C3)OCC(=O)C4=CC=CC=C4)/C2=O)OC,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC(=CC=C2)OC)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)N(C)C)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)NC2=C(NN=C2)C3=CC=C(C=C3)Cl,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC=CC=C2)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)C2C3CCC4=CC=CC=C4C3=NN2,Inactive,0
C1=CC=C(C=C1)C2=CN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0
CC1CC/C(=C/CCCC(=O)NC(C(=O)N(C(C(=O)N/C(=C(\C2=CC=CC=C2)/OC)/C(=O)O1)CC3=CC(=C(C=C3)O)Br)C)C)/C,Active,0
CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0
CC1=C(C(=NC2=CC=CC=C12)C)C(=O)/C=C/C3=CC(=C(C=C3)OCCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC)OC,Inactive,0
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCCCN4C5=CC=CC=C5C6=CC=CC=C64,Inactive,0
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCN4CCN(CC4)CCCN5C6=CC=CC=C6C7=CC=CC=C75,Active,0
C1/C(=C\C2=CC=C(C=C2)O)/C(=O)C3=C(O1)C=CC(=C3)C4=CC=CC=C4,Inactive,0
COC1=CC=CC=C1/C=C/2\COC3=C(C2=O)C=C(C=C3)C4=CC=CC=C4,Inactive,0
COC1=CC=CC(=C1)/C=C/2\COC3=C(C2=O)C=C(C=C3)C4=CC=CC=C4,Inactive,0
COC1=C(C=C(C=C1)/C=C/2\COC3=C(C2=O)C=C(C=C3)C4=CC=CC=C4)O,Inactive,0
C1CCN(C(=O)C1)CCCCC#CC2=CC(=CC=C2)C#CC3=CN=CC=C3,Inactive,0
CC1=NC=C(C=C1)C(=O)N/N=C/C2=CC(=CC=C2)OC3=CC=CC=C3,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=C(C=C4)Cl)NC5=CC=C(C=C5)F)C6=CC=C(C=C6)N(C)C,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC(=CC=C2)Br)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
CCN(CC)C1=CC=C(C=C1)C2=NN(C(C2)C3=CC(=C(C(=C3)OC)OC)OC)C(=O)C,Inactive,0
C[C@@H]1CC2=C(C=CC(=C2)O)[C@@H]3[C@@H]1[C@@H]4CC/C(=C\COCCN(C)C)/[C@]4(CC3)C.C(C(=O)O)C(CC(=O)O)(CC(=O)O)O,Active,0
C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)OC(=O)[C@H](C(C)C)N(C)C)O.Cl,Inactive,0
C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)OC(=O)[C@@H](C(C)C)N(C)C)O.Cl,Inactive,0
C1=NC2=C(N1CCOCCCl)N=C(N=C2Cl)Cl,Inactive,0
CN1CCC2(CC1)C(C3=C(C(=O)N2)N(C4=C3C=CC(=C4Cl)Cl)C)C#N,Inactive,0
COC1=C(C=CC(=C1)C=C2C3=CC=CC=C3C(=O)C4=CC=CC=C42)OCCCCOC5=C(C=C6C(=C5)N=CC7CCCN7C6=O)OC,Inactive,0
C1=NC2=C(N1CCOCCN3C=NC4=C3N=C(N=C4Cl)Cl)N=C(N=C2Cl)Cl,Inactive,0
C1C(CO1)(CN2C=NC3=C2N=C(N=C3Cl)Cl)CN4C=NC5=C4N=C(N=C5Cl)Cl,Inactive,0
COC1=CC=C(C=C1)CC2=NC3=CC(=C(C=C3C(=O)N2)OC)OC,Inactive,0
C1/C(=C\C2=CC(=C(C=C2)O)O)/C(=O)C3=C(O1)C=CC(=C3)C4=CC=CC=C4,Inactive,0
COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=CC=C4,Inactive,0
C1=CC=C(C=C1)C(=O)C2=NC3=CC=CC=C3N2CC(=O)C4=CC=C(C=C4)F,Inactive,0
COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)OC,Inactive,0
COC1=CC=C(C=C1)C(=O)C2=NC3=CC=CC=C3N2CC(=O)C4=CC=C(C=C4)Cl,Inactive,0
COC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=C(C=C4)Cl,Inactive,0
CCOC(=O)C1=C(N(C(=C1)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC(=C(C=C3)C(=O)O)O)C,Inactive,0
COC1=C(C=C(C=C1)Cl)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)/C=N/NC(=O)C2=CC=CC=C2NC3=CC=CC(=C3)C(F)(F)F,Inactive,0
CN(C)C1=CC=C(C=C1)C2CC(=NN2C(=O)C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=C(C=C4)OC,Inactive,0
COC1=C(C=C(C=C1)C2CC(=NN2C(=O)C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4)O,Inactive,0
CC(=O)N1C(CC(=N1)C2=CC(=C(C=C2)O)OC)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
C1=CC=C(C(=C1)C=NCCNC2=CC=CC3=C2C(=O)C4=CC=CC=C4C3=O)O,Inactive,0
C1=CC=C(C(=C1)C=NCCNC2=CC=CC3=C2C(=O)C4=C(C3=O)C=CC=C4NCCN=CC5=CC=CC=C5O)O,Inactive,0
CC1=CC2=C(C=C1C)OC(C3=C2OC(=O)C(=C3)C4=CC=CC=C4)OC(=O)C,Inactive,0
CC1=C(OC2=C1NC=C2C(=O)N/N=C\C3=C(C=C(C=C3)O)O)C,Inactive,0
COC1=CC=C(C=C1)C2=CN=C(N2)C3=CC=C(C=C3)F,Inactive,0
COC1=C(C=C(C=C1)C2=CN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)OC,Inactive,0
C1=CC=C(C=C1)C2=NC(=CN2C3=CC=CC=C3)C4=C(C=C(C=C4)Cl)Cl,Inactive,0
C1=CC(=CC(=C1)[N+](=O)[O-])C2=NC=C(N2)C3=C(C=C(C=C3)Cl)Cl,Inactive,0
C1=CC=C(C=C1)N2C=C(N=C2C3=CC(=CC=C3)[N+](=O)[O-])C4=C(C=C(C=C4)Cl)Cl,Inactive,0
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC(=CC=C3)Cl)N)OC,Inactive,0
C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)OC(=O)[C@H](C(C)C)[N+](C)(C)C)O.[Cl-],Inactive,0
CC(=O)NC1=CC=CC(=C1)C2=CC(N3C(=NC=N3)N2)C4=CC(=C(C(=C4)OC)OC)OC,Inactive,0
C1=CC=C(C=C1)C2=C(N(C(=N2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0
C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC=N4)O)N=O,Inactive,0
C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,Inactive,0
COC(=O)C1=C(NC(=C1)C2=CC=CC=C2)N/N=C/C3=C(C=CC=C3Cl)Cl,Inactive,0
COC1=CC(=CC(=C1OC)OC)C2=CC(=C(N2)N/N=C/C3=C(C=CC=C3Cl)Cl)C(=O)OC,Inactive,0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(C[C@H]([C@@]7(C6CC([C@H](C7)OC(=O)/C(=C/CC[C@@](C)(C=C)OC8C(C(C(C(O8)C)OC(=O)/C(=C/CCC(C)(C=C)O)/CO)O)O)/CO)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(C(O1)C)OC1C(C(C(O1)CO)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)C)C)C)NC(=O)C)O)O)OC1C(C(C(CO1)O)O)O)O)O,Inactive,0
C1=CC=C(C=C1)/C=C/C(=O)NC2=C(C=C(C=C2)I)C(=O)N,Inactive,0
COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C(=O)/C=C/C3=CC(=C(C=C3)OCCCOC4=C(C=C5C(=C4)N=C[C@@H]6CCCN6C5=O)OC)OC,Inactive,0
COC1=CC(=CC(=C1OC)OC)C2CC(=NO2)C3=CC(=C(C(=C3)OC)OCCCCCOC4=C(C=C(C=C4)C5NC6=CC=CC=C6C(=O)N5)OC)OC,Active,0
C1=CC(=C(C(=C1)O)O)C(=O)C2=CN(C3=C2C(=CC=C3)O)CC4=CC=C(C=C4)F,Inactive,0
CC1=NOC(=C1)NC(=O)C(=O)C2=CN(C3=C2C(=CC=C3)OC)CC4=CC=C(C=C4)F,Inactive,0
C1=CC(=CC(=C1)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=CC=C(C=C3)Cl)C(F)(F)F,Inactive,0
C1=CC(=CC(=C1)NC2=C(C=CC(=N2)C(F)(F)F)C(=O)N/N=C/C3=C(C=CC=C3Cl)Cl)C(F)(F)F,Inactive,0
COC1=C(C=C(C=C1)C2=NC(=C(C(=C2)C3=CC(=C(C(=C3)OC)OC)OC)C#N)N4CCOCC4)O,Inactive,0
COC1=C(C=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)Cl)C(=O)C4=CC(=C(C(=C4)OC)OC)OC)OC,Inactive,0
COC1=CC=C(C=C1)C2CC(=NN2C(=O)C3=CC(=C(C(=C3)OC)OC)OC)C4=CC(=CC=C4)OC,Inactive,0
CC1CC23C(=O)C(=C4C=C/C(=C/C(C/C=C\C(=C\C2(C=C1C)C)\C)O)/CO4)C(=O)O3,Inactive,0
CC1=C(N=C2C=C(C=CC2=N1)F)C(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0
CCOC(=O)C1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC=C(O3)[N+](=O)[O-])/C(=O)N2,Inactive,0
CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NN=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Inactive,0
C1=CC(=CC=C1C(=NNC2=CC(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])Cl)C3=CC=C(C=C3)O)O,Inactive,0
C1CCN(C1)C2=C(C=C(C(=C2)NN=C(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O)[N+](=O)[O-])[N+](=O)[O-],Inactive,0
C1=CC(=CC=C1C(=NNC2=C(C=C(C(=C2)C(F)(F)F)[N+](=O)[O-])[N+](=O)[O-])C3=CC=C(C=C3)O)O,Inactive,0
COC1=C(C=C(C(=C1)NN=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)[N+](=O)[O-])[N+](=O)[O-],Inactive,0
C1=CC(=CC=C1C(=NNC2=C(C=C(C(=C2)N)[N+](=O)[O-])[N+](=O)[O-])C3=CC=C(C=C3)O)O,Inactive,0
CN(C)C1=C(C=C(C(=C1)NN=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)[N+](=O)[O-])[N+](=O)[O-],Inactive,0
CCCN1C(=C(C(=O)NC1=O)C(=O)CNC2=CC=C(C=C2)I)N,Inactive,0
C1CC2=CC=C(C3=CC=CC1=C23)C(=O)/C=C/C4=CC=C(C=C4)[N+](=O)[O-],Inactive,0
COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC=CC3=C2NC=C3)O,Inactive,0
C=C(C=O)[C@H]1CCC(=CC1)C=O,Inactive,0
CC/C=C/[C@@H]1C=C[C@@H]2CCC[C@H]2[C@@H]1CC[C@@H]([C@H](C)N)O,Inactive,0
CN(C1=NC(=NC(=N1)N2CCOCC2)N(C)O)O,Inactive,0
C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=C(C#N)C#N,Inactive,0
C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)/C=C(\C#N)/C(=O)C4=CC=CC=C4,Inactive,0
C1CCOC(=O)/C=C/[C@H]([C@@H]2C[C@H](C[C@H]2/C=C/C1)O)O,Inactive,0
C1=CC=C(C=C1)C2=NC3=NC=C4N(N=C(N4C3=C2)C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0
CC1=C(NC(=C1C(=O)CCCCC(=O)NC(C)(C)C)C)/C=C\2/C(=CC(=N2)C3=CC=CN3)OC.Cl,Inactive,0
CC1=C(NC(=C1C(=O)CCCCC(=O)NC2=CC=CC=C2)C)/C=C\3/C(=CC(=N3)C4=CC=CN4)OC.Cl,Inactive,0
CC1=C(NC(=C1C(=O)CCCCC(=O)NCC2=CC=CC=C2)C)/C=C\3/C(=CC(=N3)C4=CC=CN4)OC.Cl,Inactive,0
CCNC(=O)CCCCC(=O)C1=C(NC(=C1C)/C=C\2/C(=CC(=N2)C3=CC=CN3)OC)C.Cl,Inactive,0
CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,Inactive,0
COC1=CC2=C(C=C(C(=O)O2)C(=O)O)C(=C1)OC,Inactive,0
CCN1CCC2(CC1)C(C3=C(C(=O)N2)N(C4=C3C=CC(=C4Cl)Cl)C)C#N,Inactive,0
C1=CC(=C(C2=C1/C(=C\C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)/C(=O)N2)Cl)Cl,Inactive,0
CCCNC1=NC(=NC(=N1)N(C)O)N(C)O,Inactive,0
CN(C1=NC(=NC(=N1)NCC(=O)OC)N(C)O)O,Inactive,0
CC1=C2C=C(C(=O)N2C(=C1C(=O)OC)C)C3=CC=CC=C3,Inactive,0
